year,fips3,municipio,sex,agegrp,population
2005,3,Aguada,1,1,1412
2006,3,Aguada,1,1,1352
2007,3,Aguada,1,1,1299
2008,3,Aguada,1,1,1255
2009,3,Aguada,1,1,1212
2000,3,Aguada,1,2,1731
2001,3,Aguada,1,2,1706
2002,3,Aguada,1,2,1682
2003,3,Aguada,1,2,1650
2004,3,Aguada,1,2,1614
2005,3,Aguada,1,2,1570
2006,3,Aguada,1,2,1523
2007,3,Aguada,1,2,1462
2008,3,Aguada,1,2,1396
2009,3,Aguada,1,2,1336
2000,3,Aguada,1,3,1837
2001,3,Aguada,1,3,1828
2002,3,Aguada,1,3,1812
2003,3,Aguada,1,3,1795
2004,3,Aguada,1,3,1770
2005,3,Aguada,1,3,1731
2006,3,Aguada,1,3,1697
2007,3,Aguada,1,3,1662
2008,3,Aguada,1,3,1621
2009,3,Aguada,1,3,1576
2000,3,Aguada,1,4,1847
2001,3,Aguada,1,4,1818
2002,3,Aguada,1,4,1788
2003,3,Aguada,1,4,1760
2004,3,Aguada,1,4,1751
2005,3,Aguada,1,4,1760
2006,3,Aguada,1,4,1751
2007,3,Aguada,1,4,1730
2008,3,Aguada,1,4,1714
2009,3,Aguada,1,4,1694
2000,3,Aguada,1,5,1718
2001,3,Aguada,1,5,1743
2002,3,Aguada,1,5,1757
2003,3,Aguada,1,5,1757
2004,3,Aguada,1,5,1738
2005,3,Aguada,1,5,1702
2006,3,Aguada,1,5,1656
2007,3,Aguada,1,5,1604
2008,3,Aguada,1,5,1560
2009,3,Aguada,1,5,1538
2000,3,Aguada,1,6,1388
2001,3,Aguada,1,6,1369
2002,3,Aguada,1,6,1365
2003,3,Aguada,1,6,1373
2004,3,Aguada,1,6,1391
2005,3,Aguada,1,6,1408
2006,3,Aguada,1,6,1408
2007,3,Aguada,1,6,1399
2008,3,Aguada,1,6,1382
2009,3,Aguada,1,6,1350
2000,3,Aguada,1,7,1436
2001,3,Aguada,1,7,1424
2002,3,Aguada,1,7,1421
2003,3,Aguada,1,7,1416
2004,3,Aguada,1,7,1406
2005,3,Aguada,1,7,1387
2006,3,Aguada,1,7,1364
2007,3,Aguada,1,7,1355
2008,3,Aguada,1,7,1363
2009,3,Aguada,1,7,1378
2000,3,Aguada,1,8,1591
2001,3,Aguada,1,8,1576
2002,3,Aguada,1,8,1547
2003,3,Aguada,1,8,1507
2004,3,Aguada,1,8,1468
2005,3,Aguada,1,8,1434
2006,3,Aguada,1,8,1403
2007,3,Aguada,1,8,1378
2008,3,Aguada,1,8,1354
2009,3,Aguada,1,8,1322
2000,3,Aguada,1,9,1527
2001,3,Aguada,1,9,1530
2002,3,Aguada,1,9,1522
2003,3,Aguada,1,9,1525
2004,3,Aguada,1,9,1536
2005,3,Aguada,1,9,1533
2006,3,Aguada,1,9,1527
2007,3,Aguada,1,9,1507
2008,3,Aguada,1,9,1474
2009,3,Aguada,1,9,1442
2000,3,Aguada,1,10,1377
2001,3,Aguada,1,10,1391
2002,3,Aguada,1,10,1415
2003,3,Aguada,1,10,1434
2004,3,Aguada,1,10,1447
2005,3,Aguada,1,10,1462
2006,3,Aguada,1,10,1473
2007,3,Aguada,1,10,1477
2008,3,Aguada,1,10,1486
2009,3,Aguada,1,10,1506
2000,3,Aguada,1,11,1151
2001,3,Aguada,1,11,1179
2002,3,Aguada,1,11,1195
2003,3,Aguada,1,11,1216
2004,3,Aguada,1,11,1243
2005,3,Aguada,1,11,1273
2006,3,Aguada,1,11,1310
2007,3,Aguada,1,11,1355
2008,3,Aguada,1,11,1397
2009,3,Aguada,1,11,1431
2000,3,Aguada,1,12,942
2001,3,Aguada,1,12,1017
2002,3,Aguada,1,12,1089
2003,3,Aguada,1,12,1154
2004,3,Aguada,1,12,1212
2005,3,Aguada,1,12,1268
2006,3,Aguada,1,12,1298
2007,3,Aguada,1,12,1313
2008,3,Aguada,1,12,1330
2009,3,Aguada,1,12,1360
2000,3,Aguada,1,13,742
2001,3,Aguada,1,13,770
2002,3,Aguada,1,13,803
2003,3,Aguada,1,13,842
2004,3,Aguada,1,13,882
2005,3,Aguada,1,13,926
2006,3,Aguada,1,13,982
2007,3,Aguada,1,13,1038
2008,3,Aguada,1,13,1085
2009,3,Aguada,1,13,1125
2000,3,Aguada,1,14,604
2001,3,Aguada,1,14,638
2002,3,Aguada,1,14,670
2003,3,Aguada,1,14,703
2004,3,Aguada,1,14,738
2005,3,Aguada,1,14,762
2006,3,Aguada,1,14,786
2007,3,Aguada,1,14,816
2008,3,Aguada,1,14,851
2009,3,Aguada,1,14,888
2000,3,Aguada,1,15,402
2001,3,Aguada,1,15,426
2002,3,Aguada,1,15,451
2003,3,Aguada,1,15,481
2004,3,Aguada,1,15,502
2005,3,Aguada,1,15,539
2006,3,Aguada,1,15,569
2007,3,Aguada,1,15,601
2008,3,Aguada,1,15,629
2009,3,Aguada,1,15,660
2000,3,Aguada,1,16,301
2001,3,Aguada,1,16,312
2002,3,Aguada,1,16,322
2003,3,Aguada,1,16,335
2004,3,Aguada,1,16,346
2005,3,Aguada,1,16,353
2006,3,Aguada,1,16,366
2007,3,Aguada,1,16,381
2008,3,Aguada,1,16,395
2009,3,Aguada,1,16,407
2000,3,Aguada,1,17,234
2001,3,Aguada,1,17,236
2002,3,Aguada,1,17,242
2003,3,Aguada,1,17,245
2004,3,Aguada,1,17,247
2005,3,Aguada,1,17,246
2006,3,Aguada,1,17,246
2007,3,Aguada,1,17,247
2008,3,Aguada,1,17,249
2009,3,Aguada,1,17,250
2000,3,Aguada,1,18,163
2001,3,Aguada,1,18,164
2002,3,Aguada,1,18,162
2003,3,Aguada,1,18,164
2004,3,Aguada,1,18,166
2005,3,Aguada,1,18,169
2006,3,Aguada,1,18,172
2007,3,Aguada,1,18,177
2008,3,Aguada,1,18,181
2009,3,Aguada,1,18,185
2000,3,Aguada,2,0,21469
2001,3,Aguada,2,0,21571
2002,3,Aguada,2,0,21645
2003,3,Aguada,2,0,21693
2004,3,Aguada,2,0,21743
2005,3,Aguada,2,0,21737
2006,3,Aguada,2,0,21688
2007,3,Aguada,2,0,21588
2008,3,Aguada,2,0,21497
2009,3,Aguada,2,0,21410
2000,3,Aguada,2,1,1569
2001,3,Aguada,2,1,1539
2002,3,Aguada,2,1,1501
2003,3,Aguada,2,1,1451
2004,3,Aguada,2,1,1406
2005,3,Aguada,2,1,1353
2006,3,Aguada,2,1,1295
2007,3,Aguada,2,1,1244
2008,3,Aguada,2,1,1202
2009,3,Aguada,2,1,1162
2000,3,Aguada,2,2,1699
2001,3,Aguada,2,2,1675
2002,3,Aguada,2,2,1648
2003,3,Aguada,2,2,1611
2004,3,Aguada,2,2,1571
2005,3,Aguada,2,2,1528
2006,3,Aguada,2,2,1481
2007,3,Aguada,2,2,1419
2008,3,Aguada,2,2,1348
2009,3,Aguada,2,2,1280
2000,3,Aguada,2,3,1793
2001,3,Aguada,2,3,1786
2002,3,Aguada,2,3,1769
2003,3,Aguada,2,3,1754
2004,3,Aguada,2,3,1739
2005,3,Aguada,2,3,1701
2006,3,Aguada,2,3,1672
2007,3,Aguada,2,3,1638
2008,3,Aguada,2,3,1595
2009,3,Aguada,2,3,1547
2000,3,Aguada,2,4,1865
2001,3,Aguada,2,4,1826
2002,3,Aguada,2,4,1789
2003,3,Aguada,2,4,1763
2004,3,Aguada,2,4,1751
2005,3,Aguada,2,4,1756
2006,3,Aguada,2,4,1739
2007,3,Aguada,2,4,1713
2008,3,Aguada,2,4,1694
2009,3,Aguada,2,4,1669
2000,3,Aguada,2,5,1713
2001,3,Aguada,2,5,1729
2002,3,Aguada,2,5,1733
2003,3,Aguada,2,5,1719
2004,3,Aguada,2,5,1695
2005,3,Aguada,2,5,1649
2006,3,Aguada,2,5,1606
2007,3,Aguada,2,5,1559
2008,3,Aguada,2,5,1526
2009,3,Aguada,2,5,1509
2000,3,Aguada,2,6,1419
2001,3,Aguada,2,6,1406
2002,3,Aguada,2,6,1410
2003,3,Aguada,2,6,1428
2004,3,Aguada,2,6,1445
2005,3,Aguada,2,6,1461
2006,3,Aguada,2,6,1461
2007,3,Aguada,2,6,1449
2008,3,Aguada,2,6,1424
2009,3,Aguada,2,6,1389
2000,3,Aguada,2,7,1628
2001,3,Aguada,2,7,1591
2002,3,Aguada,2,7,1562
2003,3,Aguada,2,7,1536
2004,3,Aguada,2,7,1514
2005,3,Aguada,2,7,1486
2006,3,Aguada,2,7,1453
2007,3,Aguada,2,7,1436
2008,3,Aguada,2,7,1432
2009,3,Aguada,2,7,1430
2000,3,Aguada,2,8,1692
2001,3,Aguada,2,8,1670
2002,3,Aguada,2,8,1634
2003,3,Aguada,2,8,1582
2004,3,Aguada,2,8,1525
2005,3,Aguada,2,8,1475
2006,3,Aguada,2,8,1428
2007,3,Aguada,2,8,1388
2008,3,Aguada,2,8,1350
2009,3,Aguada,2,8,1317
2000,3,Aguada,2,9,1650
2001,3,Aguada,2,9,1660
2002,3,Aguada,2,9,1664
2003,3,Aguada,2,9,1675
2004,3,Aguada,2,9,1688
2005,3,Aguada,2,9,1689
2006,3,Aguada,2,9,1686
2007,3,Aguada,2,9,1668
2008,3,Aguada,2,9,1632
2009,3,Aguada,2,9,1594
2000,3,Aguada,2,10,1401
2001,3,Aguada,2,10,1437
2002,3,Aguada,2,10,1471
2003,3,Aguada,2,10,1502
2004,3,Aguada,2,10,1528
2005,3,Aguada,2,10,1552
2006,3,Aguada,2,10,1574
2007,3,Aguada,2,10,1584
2008,3,Aguada,2,10,1607
2009,3,Aguada,2,10,1628
2000,3,Aguada,2,11,1228
2001,3,Aguada,2,11,1259
2002,3,Aguada,2,11,1287
2003,3,Aguada,2,11,1316
2004,3,Aguada,2,11,1349
2005,3,Aguada,2,11,1381
2006,3,Aguada,2,11,1429
2007,3,Aguada,2,11,1478
2008,3,Aguada,2,11,1523
2009,3,Aguada,2,11,1564
2000,3,Aguada,2,12,978
2001,3,Aguada,2,12,1056
2002,3,Aguada,2,12,1130
2003,3,Aguada,2,12,1197
2004,3,Aguada,2,12,1257
2005,3,Aguada,2,12,1318
2006,3,Aguada,2,12,1347
2007,3,Aguada,2,12,1365
2008,3,Aguada,2,12,1387
2009,3,Aguada,2,12,1415
2000,3,Aguada,2,13,844
2001,3,Aguada,2,13,871
2002,3,Aguada,2,13,908
2003,3,Aguada,2,13,947
2004,3,Aguada,2,13,983
2005,3,Aguada,2,13,1023
2006,3,Aguada,2,13,1080
2007,3,Aguada,2,13,1131
2008,3,Aguada,2,13,1176
2009,3,Aguada,2,13,1217
2000,3,Aguada,2,14,711
2001,3,Aguada,2,14,731
2002,3,Aguada,2,14,748
2003,3,Aguada,2,14,767
2004,3,Aguada,2,14,793
2005,3,Aguada,2,14,810
2006,3,Aguada,2,14,827
2007,3,Aguada,2,14,853
2008,3,Aguada,2,14,881
2009,3,Aguada,2,14,912
2000,3,Aguada,2,15,474
2001,3,Aguada,2,15,497
2002,3,Aguada,2,15,522
2003,3,Aguada,2,15,545
2004,3,Aguada,2,15,566
2005,3,Aguada,2,15,601
2006,3,Aguada,2,15,623
2007,3,Aguada,2,15,646
2008,3,Aguada,2,15,672
2009,3,Aguada,2,15,701
2000,3,Aguada,2,16,351
2001,3,Aguada,2,16,374
2002,3,Aguada,2,16,396
2003,3,Aguada,2,16,417
2004,3,Aguada,2,16,439
2005,3,Aguada,2,16,452
2006,3,Aguada,2,16,474
2007,3,Aguada,2,16,498
2008,3,Aguada,2,16,521
2009,3,Aguada,2,16,539
2000,3,Aguada,2,17,252
2001,3,Aguada,2,17,261
2002,3,Aguada,2,17,269
2003,3,Aguada,2,17,277
2004,3,Aguada,2,17,285
2005,3,Aguada,2,17,288
2006,3,Aguada,2,17,295
2007,3,Aguada,2,17,296
2008,3,Aguada,2,17,299
2009,3,Aguada,2,17,301
2000,3,Aguada,2,18,202
2001,3,Aguada,2,18,203
2002,3,Aguada,2,18,204
2003,3,Aguada,2,18,206
2004,3,Aguada,2,18,209
2005,3,Aguada,2,18,214
2006,3,Aguada,2,18,218
2007,3,Aguada,2,18,223
2008,3,Aguada,2,18,228
2009,3,Aguada,2,18,236
2000,5,Aguadilla,0,0,64701
2001,5,Aguadilla,0,0,64564
2002,5,Aguadilla,0,0,64412
2003,5,Aguadilla,0,0,64206
2004,5,Aguadilla,0,0,63962
2005,5,Aguadilla,0,0,63629
2006,5,Aguadilla,0,0,63129
2007,5,Aguadilla,0,0,62532
2008,5,Aguadilla,0,0,61913
2009,5,Aguadilla,0,0,61353
2000,5,Aguadilla,0,1,4723
2001,5,Aguadilla,0,1,4650
2002,5,Aguadilla,0,1,4552
2003,5,Aguadilla,0,1,4431
2004,5,Aguadilla,0,1,4318
2005,5,Aguadilla,0,1,4195
2006,5,Aguadilla,0,1,4045
2007,5,Aguadilla,0,1,3917
2008,5,Aguadilla,0,1,3817
2009,5,Aguadilla,0,1,3726
2000,5,Aguadilla,0,2,4880
2001,5,Aguadilla,0,2,4839
2002,5,Aguadilla,0,2,4796
2003,5,Aguadilla,0,2,4731
2004,5,Aguadilla,0,2,4648
2005,5,Aguadilla,0,2,4552
2006,5,Aguadilla,0,2,4447
2007,5,Aguadilla,0,2,4302
2008,5,Aguadilla,0,2,4134
2009,5,Aguadilla,0,2,3977
2000,5,Aguadilla,0,3,4760
2001,5,Aguadilla,0,3,4759
2002,5,Aguadilla,0,3,4741
2003,5,Aguadilla,0,3,4727
2004,5,Aguadilla,0,3,4697
2005,5,Aguadilla,0,3,4623
2006,5,Aguadilla,0,3,4563
2007,5,Aguadilla,0,3,4497
2008,5,Aguadilla,0,3,4410
2009,5,Aguadilla,0,3,4311
2000,5,Aguadilla,0,4,5529
2001,5,Aguadilla,0,4,5374
2002,5,Aguadilla,0,4,5222
2003,5,Aguadilla,0,4,5080
2004,5,Aguadilla,0,4,4986
2005,5,Aguadilla,0,4,4941
2006,5,Aguadilla,0,4,4848
2007,5,Aguadilla,0,4,4732
2008,5,Aguadilla,0,4,4620
2009,5,Aguadilla,0,4,4496
2000,5,Aguadilla,0,5,5145
2001,5,Aguadilla,0,5,5135
2002,5,Aguadilla,0,5,5092
2003,5,Aguadilla,0,5,5013
2004,5,Aguadilla,0,5,4883
2005,5,Aguadilla,0,5,4703
2006,5,Aguadilla,0,5,4514
2007,5,Aguadilla,0,5,4328
2008,5,Aguadilla,0,5,4159
2009,5,Aguadilla,0,5,4042
2000,5,Aguadilla,0,6,4610
2001,5,Aguadilla,0,6,4514
2002,5,Aguadilla,0,6,4473
2003,5,Aguadilla,0,6,4475
2004,5,Aguadilla,0,6,4480
2005,5,Aguadilla,0,6,4475
2006,5,Aguadilla,0,6,4429
2007,5,Aguadilla,0,6,4346
2008,5,Aguadilla,0,6,4232
2009,5,Aguadilla,0,6,4089
2000,5,Aguadilla,0,7,4390
2001,5,Aguadilla,0,7,4322
2002,5,Aguadilla,0,7,4278
2003,5,Aguadilla,0,7,4242
2004,5,Aguadilla,0,7,4198
2005,5,Aguadilla,0,7,4143
2006,5,Aguadilla,0,7,4070
2007,5,Aguadilla,0,7,4038
2008,5,Aguadilla,0,7,4042
2009,5,Aguadilla,0,7,4062
2000,5,Aguadilla,0,8,4399
2001,5,Aguadilla,0,8,4395
2002,5,Aguadilla,0,8,4360
2003,5,Aguadilla,0,8,4289
2004,5,Aguadilla,0,8,4211
2005,5,Aguadilla,0,8,4152
2006,5,Aguadilla,0,8,4102
2007,5,Aguadilla,0,8,4068
2008,5,Aguadilla,0,8,4036
2009,5,Aguadilla,0,8,4000
2000,5,Aguadilla,0,9,4240
2001,5,Aguadilla,0,9,4243
2002,5,Aguadilla,0,9,4224
2003,5,Aguadilla,0,9,4227
2004,5,Aguadilla,0,9,4242
2005,5,Aguadilla,0,9,4224
2006,5,Aguadilla,0,9,4197
2007,5,Aguadilla,0,9,4131
2008,5,Aguadilla,0,9,4026
2009,5,Aguadilla,0,9,3918
2000,5,Aguadilla,0,10,3925
2001,5,Aguadilla,0,10,3934
2002,5,Aguadilla,0,10,3961
2003,5,Aguadilla,0,10,3970
2004,5,Aguadilla,0,10,3972
2005,5,Aguadilla,0,10,3971
2006,5,Aguadilla,0,10,3961
2007,5,Aguadilla,0,10,3927
2008,5,Aguadilla,0,10,3913
2009,5,Aguadilla,0,10,3913
2000,5,Aguadilla,0,11,4177
2001,5,Aguadilla,0,11,4135
2002,5,Aguadilla,0,11,4061
2003,5,Aguadilla,0,11,4002
2004,5,Aguadilla,0,11,3968
2005,5,Aguadilla,0,11,3940
2006,5,Aguadilla,0,11,3940
2007,5,Aguadilla,0,11,3952
2008,5,Aguadilla,0,11,3941
2009,5,Aguadilla,0,11,3923
2000,5,Aguadilla,0,12,3417
2001,5,Aguadilla,0,12,3549
2002,5,Aguadilla,0,12,3670
2003,5,Aguadilla,0,12,3762
2004,5,Aguadilla,0,12,3830
2005,5,Aguadilla,0,12,3888
2006,5,Aguadilla,0,12,3863
2007,5,Aguadilla,0,12,3807
2008,5,Aguadilla,0,12,3768
2009,5,Aguadilla,0,12,3749
2000,5,Aguadilla,0,13,2929
2001,5,Aguadilla,0,13,2983
2002,5,Aguadilla,0,13,3069
2003,5,Aguadilla,0,13,3169
2004,5,Aguadilla,0,13,3265
2005,5,Aguadilla,0,13,3375
2006,5,Aguadilla,0,13,3534
2007,5,Aguadilla,0,13,3681
2008,5,Aguadilla,0,13,3805
2009,5,Aguadilla,0,13,3908
2000,5,Aguadilla,0,14,2445
2001,5,Aguadilla,0,14,2511
2002,5,Aguadilla,0,14,2585
2003,5,Aguadilla,0,14,2665
2004,5,Aguadilla,0,14,2754
2005,5,Aguadilla,0,14,2806
2006,5,Aguadilla,0,14,2861
2007,5,Aguadilla,0,14,2944
2008,5,Aguadilla,0,14,3034
2009,5,Aguadilla,0,14,3137
2000,5,Aguadilla,0,15,2008
2001,5,Aguadilla,0,15,2042
2002,5,Aguadilla,0,15,2084
2003,5,Aguadilla,0,15,2120
2004,5,Aguadilla,0,15,2146
2005,5,Aguadilla,0,15,2240
2006,5,Aguadilla,0,15,2283
2007,5,Aguadilla,0,15,2323
2008,5,Aguadilla,0,15,2371
2009,5,Aguadilla,0,15,2427
2000,5,Aguadilla,0,16,1407
2001,5,Aguadilla,0,16,1436
2002,5,Aguadilla,0,16,1470
2003,5,Aguadilla,0,16,1499
2004,5,Aguadilla,0,16,1528
2005,5,Aguadilla,0,16,1532
2006,5,Aguadilla,0,16,1572
2007,5,Aguadilla,0,16,1608
2008,5,Aguadilla,0,16,1646
2009,5,Aguadilla,0,16,1678
2000,5,Aguadilla,0,17,906
2001,5,Aguadilla,0,17,937
2002,5,Aguadilla,0,17,972
2003,5,Aguadilla,0,17,1000
2004,5,Aguadilla,0,17,1024
2005,5,Aguadilla,0,17,1045
2006,5,Aguadilla,0,17,1065
2007,5,Aguadilla,0,17,1080
2008,5,Aguadilla,0,17,1093
2009,5,Aguadilla,0,17,1111
2000,5,Aguadilla,0,18,811
2001,5,Aguadilla,0,18,806
2002,5,Aguadilla,0,18,802
2003,5,Aguadilla,0,18,804
2004,5,Aguadilla,0,18,812
2005,5,Aguadilla,0,18,824
2006,5,Aguadilla,0,18,835
2007,5,Aguadilla,0,18,851
2008,5,Aguadilla,0,18,866
2009,5,Aguadilla,0,18,886
2000,5,Aguadilla,1,0,31717
2001,5,Aguadilla,1,0,31605
2002,5,Aguadilla,1,0,31508
2003,5,Aguadilla,1,0,31391
2004,5,Aguadilla,1,0,31251
2005,5,Aguadilla,1,0,31057
2006,5,Aguadilla,1,0,30787
2007,5,Aguadilla,1,0,30470
2008,5,Aguadilla,1,0,30152
2009,5,Aguadilla,1,0,29866
2000,5,Aguadilla,1,1,2411
2001,5,Aguadilla,1,1,2372
2002,5,Aguadilla,1,1,2320
2003,5,Aguadilla,1,1,2258
2004,5,Aguadilla,1,1,2200
2005,5,Aguadilla,1,1,2140
2006,5,Aguadilla,1,1,2064
2007,5,Aguadilla,1,1,1998
2008,5,Aguadilla,1,1,1948
2009,5,Aguadilla,1,1,1902
2000,5,Aguadilla,1,2,2497
2001,5,Aguadilla,1,2,2483
2002,5,Aguadilla,1,2,2473
2003,5,Aguadilla,1,2,2453
2004,5,Aguadilla,1,2,2420
2005,5,Aguadilla,1,2,2379
2006,5,Aguadilla,1,2,2336
2007,5,Aguadilla,1,2,2271
2008,5,Aguadilla,1,2,2197
2009,5,Aguadilla,1,2,2127
2000,5,Aguadilla,1,3,2402
2001,5,Aguadilla,1,3,2413
2002,5,Aguadilla,1,3,2410
2003,5,Aguadilla,1,3,2407
2004,5,Aguadilla,1,3,2398
2005,5,Aguadilla,1,3,2369
2006,5,Aguadilla,1,3,2343
2007,5,Aguadilla,1,3,2319
2008,5,Aguadilla,1,3,2286
2009,5,Aguadilla,1,3,2245
2000,5,Aguadilla,1,4,2827
2001,5,Aguadilla,1,4,2749
2002,5,Aguadilla,1,4,2670
2003,5,Aguadilla,1,4,2588
2004,5,Aguadilla,1,4,2539
2005,5,Aguadilla,1,4,2510
2006,5,Aguadilla,1,4,2461
2007,5,Aguadilla,1,4,2398
2008,5,Aguadilla,1,4,2336
2009,5,Aguadilla,1,4,2271
2000,5,Aguadilla,1,5,2609
2001,5,Aguadilla,1,5,2600
2002,5,Aguadilla,1,5,2580
2003,5,Aguadilla,1,5,2546
2004,5,Aguadilla,1,5,2480
2005,5,Aguadilla,1,5,2389
2006,5,Aguadilla,1,5,2289
2007,5,Aguadilla,1,5,2191
2008,5,Aguadilla,1,5,2094
2009,5,Aguadilla,1,5,2029
2000,5,Aguadilla,1,6,2393
2001,5,Aguadilla,1,6,2327
2002,5,Aguadilla,1,6,2294
2003,5,Aguadilla,1,6,2280
2004,5,Aguadilla,1,6,2274
2005,5,Aguadilla,1,6,2260
2006,5,Aguadilla,1,6,2228
2007,5,Aguadilla,1,6,2180
2008,5,Aguadilla,1,6,2123
2009,5,Aguadilla,1,6,2044
2000,5,Aguadilla,1,7,2189
2001,5,Aguadilla,1,7,2154
2002,5,Aguadilla,1,7,2132
2003,5,Aguadilla,1,7,2115
2004,5,Aguadilla,1,7,2087
2005,5,Aguadilla,1,7,2049
2006,5,Aguadilla,1,7,2006
2007,5,Aguadilla,1,7,1981
2008,5,Aguadilla,1,7,1972
2009,5,Aguadilla,1,7,1980
2000,5,Aguadilla,1,8,2106
2001,5,Aguadilla,1,8,2107
2002,5,Aguadilla,1,8,2097
2003,5,Aguadilla,1,8,2071
2004,5,Aguadilla,1,8,2043
2005,5,Aguadilla,1,8,2020
2006,5,Aguadilla,1,8,2005
2007,5,Aguadilla,1,8,1996
2008,5,Aguadilla,1,8,1988
2009,5,Aguadilla,1,8,1971
2000,5,Aguadilla,1,9,1979
2001,5,Aguadilla,1,9,1982
2002,5,Aguadilla,1,9,1975
2003,5,Aguadilla,1,9,1977
2004,5,Aguadilla,1,9,1990
2005,5,Aguadilla,1,9,1987
2006,5,Aguadilla,1,9,1978
2007,5,Aguadilla,1,9,1951
2008,5,Aguadilla,1,9,1910
2009,5,Aguadilla,1,9,1869
2000,5,Aguadilla,1,10,1893
2001,5,Aguadilla,1,10,1886
2002,5,Aguadilla,1,10,1894
2003,5,Aguadilla,1,10,1895
2004,5,Aguadilla,1,10,1892
2005,5,Aguadilla,1,10,1885
2006,5,Aguadilla,1,10,1877
2007,5,Aguadilla,1,10,1858
2008,5,Aguadilla,1,10,1846
2009,5,Aguadilla,1,10,1847
2000,5,Aguadilla,1,11,1976
2001,5,Aguadilla,1,11,1948
2002,5,Aguadilla,1,11,1901
2003,5,Aguadilla,1,11,1864
2004,5,Aguadilla,1,11,1840
2005,5,Aguadilla,1,11,1818
2006,5,Aguadilla,1,11,1807
2007,5,Aguadilla,1,11,1806
2008,5,Aguadilla,1,11,1796
2009,5,Aguadilla,1,11,1780
2000,5,Aguadilla,1,12,1606
2001,5,Aguadilla,1,12,1667
2002,5,Aguadilla,1,12,1727
2003,5,Aguadilla,1,12,1774
2004,5,Aguadilla,1,12,1807
2005,5,Aguadilla,1,12,1836
2006,5,Aguadilla,1,12,1828
2007,5,Aguadilla,1,12,1800
2008,5,Aguadilla,1,12,1781
2009,5,Aguadilla,1,12,1776
2000,5,Aguadilla,1,13,1393
2001,5,Aguadilla,1,13,1412
2002,5,Aguadilla,1,13,1448
2003,5,Aguadilla,1,13,1492
2004,5,Aguadilla,1,13,1535
2005,5,Aguadilla,1,13,1591
2006,5,Aguadilla,1,13,1662
2007,5,Aguadilla,1,13,1732
2008,5,Aguadilla,1,13,1790
2009,5,Aguadilla,1,13,1838
2000,5,Aguadilla,1,14,1132
2001,5,Aguadilla,1,14,1168
2002,5,Aguadilla,1,14,1209
2003,5,Aguadilla,1,14,1251
2004,5,Aguadilla,1,14,1296
2005,5,Aguadilla,1,14,1314
2006,5,Aguadilla,1,14,1339
2007,5,Aguadilla,1,14,1374
2008,5,Aguadilla,1,14,1416
2009,5,Aguadilla,1,14,1464
2000,5,Aguadilla,1,15,900
2001,5,Aguadilla,1,15,922
2002,5,Aguadilla,1,15,945
2003,5,Aguadilla,1,15,971
2004,5,Aguadilla,1,15,988
2005,5,Aguadilla,1,15,1040
2006,5,Aguadilla,1,15,1070
2007,5,Aguadilla,1,15,1100
2008,5,Aguadilla,1,15,1132
2009,5,Aguadilla,1,15,1164
2000,5,Aguadilla,1,16,628
2001,5,Aguadilla,1,16,638
2002,5,Aguadilla,1,16,653
2003,5,Aguadilla,1,16,668
2004,5,Aguadilla,1,16,680
2005,5,Aguadilla,1,16,685
2006,5,Aguadilla,1,16,705
2007,5,Aguadilla,1,16,722
2008,5,Aguadilla,1,16,742
2009,5,Aguadilla,1,16,758
2000,5,Aguadilla,1,17,430
2001,5,Aguadilla,1,17,438
2002,5,Aguadilla,1,17,448
2003,5,Aguadilla,1,17,454
2004,5,Aguadilla,1,17,456
2005,5,Aguadilla,1,17,459
2006,5,Aguadilla,1,17,463
2007,5,Aguadilla,1,17,465
2008,5,Aguadilla,1,17,466
2009,5,Aguadilla,1,17,470
2000,5,Aguadilla,1,18,346
2001,5,Aguadilla,1,18,339
2002,5,Aguadilla,1,18,332
2003,5,Aguadilla,1,18,327
2004,5,Aguadilla,1,18,326
2005,5,Aguadilla,1,18,326
2006,5,Aguadilla,1,18,326
2007,5,Aguadilla,1,18,328
2008,5,Aguadilla,1,18,329
2009,5,Aguadilla,1,18,331
2000,5,Aguadilla,2,0,32984
2001,5,Aguadilla,2,0,32959
2002,5,Aguadilla,2,0,32904
2003,5,Aguadilla,2,0,32815
2004,5,Aguadilla,2,0,32711
2005,5,Aguadilla,2,0,32572
2006,5,Aguadilla,2,0,32342
2007,5,Aguadilla,2,0,32062
2008,5,Aguadilla,2,0,31761
2009,5,Aguadilla,2,0,31487
2000,5,Aguadilla,2,1,2312
2001,5,Aguadilla,2,1,2278
2002,5,Aguadilla,2,1,2232
2003,5,Aguadilla,2,1,2173
2004,5,Aguadilla,2,1,2118
2005,5,Aguadilla,2,1,2055
2006,5,Aguadilla,2,1,1981
2007,5,Aguadilla,2,1,1919
2008,5,Aguadilla,2,1,1869
2009,5,Aguadilla,2,1,1824
2000,5,Aguadilla,2,2,2383
2001,5,Aguadilla,2,2,2356
2002,5,Aguadilla,2,2,2323
2003,5,Aguadilla,2,2,2278
2004,5,Aguadilla,2,2,2228
2005,5,Aguadilla,2,2,2173
2006,5,Aguadilla,2,2,2111
2007,5,Aguadilla,2,2,2031
2008,5,Aguadilla,2,2,1937
2009,5,Aguadilla,2,2,1850
2000,5,Aguadilla,2,3,2358
2001,5,Aguadilla,2,3,2346
2002,5,Aguadilla,2,3,2331
2003,5,Aguadilla,2,3,2320
2004,5,Aguadilla,2,3,2299
2005,5,Aguadilla,2,3,2254
2006,5,Aguadilla,2,3,2220
