year,fips3,municipio,sex,agegrp,population
2021,147,Vieques,0,5,392
2022,147,Vieques,0,5,374
2023,147,Vieques,0,5,369
2024,147,Vieques,0,5,365
2020,149,Villalba,0,5,1579
2021,149,Villalba,0,5,1557
2022,149,Villalba,0,5,1450
2023,149,Villalba,0,5,1352
2024,149,Villalba,0,5,1281
2020,151,Yabucoa,0,5,1957
2021,151,Yabucoa,0,5,1917
2022,151,Yabucoa,0,5,1830
2023,151,Yabucoa,0,5,1755
2024,151,Yabucoa,0,5,1711
2020,153,Yauco,0,5,2024
2021,153,Yauco,0,5,1979
2022,153,Yauco,0,5,1864
2023,153,Yauco,0,5,1769
2024,153,Yauco,0,5,1745
2020,001,Adjuntas,1,5,561
2021,001,Adjuntas,1,5,567
2022,001,Adjuntas,1,5,547
2023,001,Adjuntas,1,5,527
2024,001,Adjuntas,1,5,520
2020,003,Aguada,1,5,1227
2021,003,Aguada,1,5,1213
2022,003,Aguada,1,5,1149
2023,003,Aguada,1,5,1094
2024,003,Aguada,1,5,1076
2020,005,Aguadilla,1,5,1974
2021,005,Aguadilla,1,5,1938
2022,005,Aguadilla,1,5,1908
2023,005,Aguadilla,1,5,1898
2024,005,Aguadilla,1,5,1904
2020,007,Aguas Buenas,1,5,866
2021,007,Aguas Buenas,1,5,849
2022,007,Aguas Buenas,1,5,811
2023,007,Aguas Buenas,1,5,775
2024,007,Aguas Buenas,1,5,762
2020,009,Aibonito,1,5,736
2021,009,Aibonito,1,5,733
2022,009,Aibonito,1,5,708
2023,009,Aibonito,1,5,687
2024,009,Aibonito,1,5,702
2020,011,Añasco,1,5,868
2021,011,Añasco,1,5,855
2022,011,Añasco,1,5,825
2023,011,Añasco,1,5,795
2024,011,Añasco,1,5,770
2020,013,Arecibo,1,5,3058
2021,013,Arecibo,1,5,3025
2022,013,Arecibo,1,5,2961
2023,013,Arecibo,1,5,2927
2024,013,Arecibo,1,5,2973
2020,015,Arroyo,1,5,454
2021,015,Arroyo,1,5,462
2022,015,Arroyo,1,5,457
2023,015,Arroyo,1,5,460
2024,015,Arroyo,1,5,460
2020,017,Barceloneta,1,5,760
2021,017,Barceloneta,1,5,765
2022,017,Barceloneta,1,5,749
2023,017,Barceloneta,1,5,735
2024,017,Barceloneta,1,5,722
2020,019,Barranquitas,1,5,1077
2021,019,Barranquitas,1,5,1035
2022,019,Barranquitas,1,5,960
2023,019,Barranquitas,1,5,926
2024,019,Barranquitas,1,5,925
2020,021,Bayamón,1,5,6735
2021,021,Bayamón,1,5,6653
2022,021,Bayamón,1,5,6414
2023,021,Bayamón,1,5,6273
2024,021,Bayamón,1,5,6221
2020,023,Cabo Rojo,1,5,1523
2021,023,Cabo Rojo,1,5,1523
2022,023,Cabo Rojo,1,5,1453
2023,023,Cabo Rojo,1,5,1402
2024,023,Cabo Rojo,1,5,1368
2020,025,Caguas,1,5,4247
2021,025,Caguas,1,5,4260
2022,025,Caguas,1,5,4129
2023,025,Caguas,1,5,4046
2024,025,Caguas,1,5,4014
2020,027,Camuy,1,5,1094
2021,027,Camuy,1,5,1074
2022,027,Camuy,1,5,1024
2023,027,Camuy,1,5,997
2024,027,Camuy,1,5,1003
2020,029,Canóvanas,1,5,1551
2021,029,Canóvanas,1,5,1500
2022,029,Canóvanas,1,5,1440
2023,029,Canóvanas,1,5,1399
2024,029,Canóvanas,1,5,1370
2020,031,Carolina,1,5,5137
2021,031,Carolina,1,5,5089
2022,031,Carolina,1,5,4930
2023,031,Carolina,1,5,4833
2024,031,Carolina,1,5,4763
2020,033,Cataño,1,5,733
2021,033,Cataño,1,5,722
2022,033,Cataño,1,5,703
2023,033,Cataño,1,5,671
2024,033,Cataño,1,5,648
2020,035,Cayey,1,5,1378
2021,035,Cayey,1,5,1372
2022,035,Cayey,1,5,1329
2023,035,Cayey,1,5,1285
2024,035,Cayey,1,5,1255
2020,037,Ceiba,1,5,400
2021,037,Ceiba,1,5,390
2022,037,Ceiba,1,5,374
2023,037,Ceiba,1,5,356
2024,037,Ceiba,1,5,337
2020,039,Ciales,1,5,506
2021,039,Ciales,1,5,488
2022,039,Ciales,1,5,469
2023,039,Ciales,1,5,456
2024,039,Ciales,1,5,437
2020,041,Cidra,1,5,1315
2021,041,Cidra,1,5,1316
2022,041,Cidra,1,5,1258
2023,041,Cidra,1,5,1204
2024,041,Cidra,1,5,1183
2020,043,Coamo,1,5,945
2021,043,Coamo,1,5,919
2022,043,Coamo,1,5,876
2023,043,Coamo,1,5,847
2024,043,Coamo,1,5,829
2020,045,Comerío,1,5,619
2021,045,Comerío,1,5,612
2022,045,Comerío,1,5,597
2023,045,Comerío,1,5,590
2024,045,Comerío,1,5,604
2020,047,Corozal,1,5,1180
2021,047,Corozal,1,5,1149
2022,047,Corozal,1,5,1081
2023,047,Corozal,1,5,1043
2024,047,Corozal,1,5,1039
2020,049,Culebra,1,5,41
2021,049,Culebra,1,5,38
2022,049,Culebra,1,5,37
2023,049,Culebra,1,5,36
2024,049,Culebra,1,5,38
2020,051,Dorado,1,5,1196
2021,051,Dorado,1,5,1239
2022,051,Dorado,1,5,1259
2023,051,Dorado,1,5,1262
2024,051,Dorado,1,5,1250
2020,053,Fajardo,1,5,1102
2021,053,Fajardo,1,5,1073
2022,053,Fajardo,1,5,1012
2023,053,Fajardo,1,5,981
2024,053,Fajardo,1,5,960
2020,054,Florida,1,5,445
2021,054,Florida,1,5,441
2022,054,Florida,1,5,413
2023,054,Florida,1,5,394
2024,054,Florida,1,5,379
2020,055,Guánica,1,5,413
2021,055,Guánica,1,5,400
2022,055,Guánica,1,5,381
2023,055,Guánica,1,5,371
2024,055,Guánica,1,5,350
2020,057,Guayama,1,5,1589
2021,057,Guayama,1,5,1527
2022,057,Guayama,1,5,1517
2023,057,Guayama,1,5,1470
2024,057,Guayama,1,5,1440
2020,059,Guayanilla,1,5,569
2021,059,Guayanilla,1,5,578
2022,059,Guayanilla,1,5,556
2023,059,Guayanilla,1,5,534
2024,059,Guayanilla,1,5,523
2020,061,Guaynabo,1,5,2946
2021,061,Guaynabo,1,5,2923
2022,061,Guaynabo,1,5,2854
2023,061,Guaynabo,1,5,2826
2024,061,Guaynabo,1,5,2806
2020,063,Gurabo,1,5,1345
2021,063,Gurabo,1,5,1347
2022,063,Gurabo,1,5,1327
2023,063,Gurabo,1,5,1295
2024,063,Gurabo,1,5,1280
2020,065,Hatillo,1,5,1206
2021,065,Hatillo,1,5,1206
2022,065,Hatillo,1,5,1156
2023,065,Hatillo,1,5,1120
2024,065,Hatillo,1,5,1098
2020,067,Hormigueros,1,5,481
2021,067,Hormigueros,1,5,488
2022,067,Hormigueros,1,5,488
2023,067,Hormigueros,1,5,477
2024,067,Hormigueros,1,5,452
2020,069,Humacao,1,5,1525
2021,069,Humacao,1,5,1530
2022,069,Humacao,1,5,1499
2023,069,Humacao,1,5,1458
2024,069,Humacao,1,5,1419
2020,071,Isabela,1,5,1421
2021,071,Isabela,1,5,1426
2022,071,Isabela,1,5,1396
2023,071,Isabela,1,5,1387
2024,071,Isabela,1,5,1401
2020,073,Jayuya,1,5,540
2021,073,Jayuya,1,5,521
2022,073,Jayuya,1,5,493
2023,073,Jayuya,1,5,488
2024,073,Jayuya,1,5,478
2020,075,Juana Díaz,1,5,1570
2021,075,Juana Díaz,1,5,1518
2022,075,Juana Díaz,1,5,1458
2023,075,Juana Díaz,1,5,1425
2024,075,Juana Díaz,1,5,1405
2020,077,Juncos,1,5,1289
2021,077,Juncos,1,5,1278
2022,077,Juncos,1,5,1262
2023,077,Juncos,1,5,1252
2024,077,Juncos,1,5,1252
2020,079,Lajas,1,5,772
2021,079,Lajas,1,5,785
2022,079,Lajas,1,5,752
2023,079,Lajas,1,5,709
2024,079,Lajas,1,5,665
2020,081,Lares,1,5,858
2021,081,Lares,1,5,849
2022,081,Lares,1,5,841
2023,081,Lares,1,5,838
2024,081,Lares,1,5,832
2020,083,Las Marías,1,5,275
2021,083,Las Marías,1,5,277
2022,083,Las Marías,1,5,265
2023,083,Las Marías,1,5,259
2024,083,Las Marías,1,5,260
2020,085,Las Piedras,1,5,1131
2021,085,Las Piedras,1,5,1151
2022,085,Las Piedras,1,5,1134
2023,085,Las Piedras,1,5,1135
2024,085,Las Piedras,1,5,1136
2020,087,Loíza,1,5,724
2021,087,Loíza,1,5,695
2022,087,Loíza,1,5,649
2023,087,Loíza,1,5,625
2024,087,Loíza,1,5,601
2020,089,Luquillo,1,5,593
2021,089,Luquillo,1,5,586
2022,089,Luquillo,1,5,555
2023,089,Luquillo,1,5,532
2024,089,Luquillo,1,5,514
2020,091,Manatí,1,5,1302
2021,091,Manatí,1,5,1284
2022,091,Manatí,1,5,1230
2023,091,Manatí,1,5,1212
2024,091,Manatí,1,5,1208
2020,093,Maricao,1,5,145
2021,093,Maricao,1,5,140
2022,093,Maricao,1,5,129
2023,093,Maricao,1,5,122
2024,093,Maricao,1,5,115
2020,095,Maunabo,1,5,274
2021,095,Maunabo,1,5,262
2022,095,Maunabo,1,5,254
2023,095,Maunabo,1,5,267
2024,095,Maunabo,1,5,274
2020,097,Mayagüez,1,5,4472
2021,097,Mayagüez,1,5,4451
2022,097,Mayagüez,1,5,4375
2023,097,Mayagüez,1,5,4364
2024,097,Mayagüez,1,5,4371
2020,099,Moca,1,5,1331
2021,099,Moca,1,5,1341
2022,099,Moca,1,5,1289
2023,099,Moca,1,5,1250
2024,099,Moca,1,5,1238
2020,101,Morovis,1,5,982
2021,101,Morovis,1,5,963
2022,101,Morovis,1,5,906
2023,101,Morovis,1,5,887
2024,101,Morovis,1,5,883
2020,103,Naguabo,1,5,781
2021,103,Naguabo,1,5,780
2022,103,Naguabo,1,5,758
2023,103,Naguabo,1,5,762
2024,103,Naguabo,1,5,768
2020,105,Naranjito,1,5,932
2021,105,Naranjito,1,5,932
2022,105,Naranjito,1,5,906
2023,105,Naranjito,1,5,900
2024,105,Naranjito,1,5,914
2020,107,Orocovis,1,5,766
2021,107,Orocovis,1,5,758
2022,107,Orocovis,1,5,730
2023,107,Orocovis,1,5,696
2024,107,Orocovis,1,5,663
2020,109,Patillas,1,5,472
2021,109,Patillas,1,5,462
2022,109,Patillas,1,5,436
2023,109,Patillas,1,5,427
2024,109,Patillas,1,5,422
2020,111,Peñuelas,1,5,623
2021,111,Peñuelas,1,5,639
2022,111,Peñuelas,1,5,631
2023,111,Peñuelas,1,5,628
2024,111,Peñuelas,1,5,633
2020,113,Ponce,1,5,5180
2021,113,Ponce,1,5,5047
2022,113,Ponce,1,5,4832
2023,113,Ponce,1,5,4665
2024,113,Ponce,1,5,4643
2020,115,Quebradillas,1,5,755
2021,115,Quebradillas,1,5,737
2022,115,Quebradillas,1,5,715
2023,115,Quebradillas,1,5,710
2024,115,Quebradillas,1,5,721
2020,117,Rincón,1,5,414
2021,117,Rincón,1,5,427
2022,117,Rincón,1,5,412
2023,117,Rincón,1,5,401
2024,117,Rincón,1,5,392
2020,119,Río Grande,1,5,1648
2021,119,Río Grande,1,5,1591
2022,119,Río Grande,1,5,1518
2023,119,Río Grande,1,5,1489
2024,119,Río Grande,1,5,1459
2020,121,Sabana Grande,1,5,739
2021,121,Sabana Grande,1,5,730
2022,121,Sabana Grande,1,5,711
2023,121,Sabana Grande,1,5,688
2024,121,Sabana Grande,1,5,676
2020,123,Salinas,1,5,877
2021,123,Salinas,1,5,854
2022,123,Salinas,1,5,816
2023,123,Salinas,1,5,797
2024,123,Salinas,1,5,764
2020,125,San Germán,1,5,1077
2021,125,San Germán,1,5,1058
2022,125,San Germán,1,5,1044
2023,125,San Germán,1,5,1026
2024,125,San Germán,1,5,1021
2020,127,San Juan,1,5,11158
2021,127,San Juan,1,5,11076
2022,127,San Juan,1,5,10745
2023,127,San Juan,1,5,10576
2024,127,San Juan,1,5,10475
2020,129,San Lorenzo,1,5,1244
2021,129,San Lorenzo,1,5,1217
2022,129,San Lorenzo,1,5,1161
2023,129,San Lorenzo,1,5,1111
2024,129,San Lorenzo,1,5,1083
2020,131,San Sebastián,1,5,1255
2021,131,San Sebastián,1,5,1244
2022,131,San Sebastián,1,5,1183
2023,131,San Sebastián,1,5,1133
2024,131,San Sebastián,1,5,1114
2020,133,Santa Isabel,1,5,752
2021,133,Santa Isabel,1,5,746
2022,133,Santa Isabel,1,5,710
2023,133,Santa Isabel,1,5,683
2024,133,Santa Isabel,1,5,670
2020,135,Toa Alta,1,5,2434
2021,135,Toa Alta,1,5,2438
2022,135,Toa Alta,1,5,2375
2023,135,Toa Alta,1,5,2315
2024,135,Toa Alta,1,5,2282
2020,137,Toa Baja,1,5,2607
2021,137,Toa Baja,1,5,2608
2022,137,Toa Baja,1,5,2498
2023,137,Toa Baja,1,5,2398
2024,137,Toa Baja,1,5,2313
2020,139,Trujillo Alto,1,5,2315
2021,139,Trujillo Alto,1,5,2318
2022,139,Trujillo Alto,1,5,2259
2023,139,Trujillo Alto,1,5,2209
2024,139,Trujillo Alto,1,5,2179
2020,141,Utuado,1,5,834
2021,141,Utuado,1,5,834
2022,141,Utuado,1,5,798
2023,141,Utuado,1,5,779
2024,141,Utuado,1,5,773
2020,143,Vega Alta,1,5,1228
2021,143,Vega Alta,1,5,1228
2022,143,Vega Alta,1,5,1203
2023,143,Vega Alta,1,5,1189
2024,143,Vega Alta,1,5,1183
2020,145,Vega Baja,1,5,1791
2021,145,Vega Baja,1,5,1787
2022,145,Vega Baja,1,5,1736
2023,145,Vega Baja,1,5,1693
2024,145,Vega Baja,1,5,1678
2020,147,Vieques,1,5,205
2021,147,Vieques,1,5,197
2022,147,Vieques,1,5,187
2023,147,Vieques,1,5,182
2024,147,Vieques,1,5,181
2020,149,Villalba,1,5,788
2021,149,Villalba,1,5,791
2022,149,Villalba,1,5,738
2023,149,Villalba,1,5,694
2024,149,Villalba,1,5,657
2020,151,Yabucoa,1,5,971
2021,151,Yabucoa,1,5,963
2022,151,Yabucoa,1,5,918
2023,151,Yabucoa,1,5,878
2024,151,Yabucoa,1,5,856
2020,153,Yauco,1,5,1030
2021,153,Yauco,1,5,1011
2022,153,Yauco,1,5,945
2023,153,Yauco,1,5,886
2024,153,Yauco,1,5,885
2020,001,Adjuntas,2,5,564
2021,001,Adjuntas,2,5,558
2022,001,Adjuntas,2,5,539
2023,001,Adjuntas,2,5,511
2024,001,Adjuntas,2,5,507
2020,003,Aguada,2,5,1174
2021,003,Aguada,2,5,1141
2022,003,Aguada,2,5,1087
2023,003,Aguada,2,5,1049
2024,003,Aguada,2,5,1032
2020,005,Aguadilla,2,5,1716
2021,005,Aguadilla,2,5,1716
2022,005,Aguadilla,2,5,1666
2023,005,Aguadilla,2,5,1619
2024,005,Aguadilla,2,5,1592
2020,007,Aguas Buenas,2,5,781
2021,007,Aguas Buenas,2,5,789
2022,007,Aguas Buenas,2,5,762
2023,007,Aguas Buenas,2,5,738
2024,007,Aguas Buenas,2,5,732
2020,009,Aibonito,2,5,702
2021,009,Aibonito,2,5,695
2022,009,Aibonito,2,5,683
2023,009,Aibonito,2,5,666
2024,009,Aibonito,2,5,660
2020,011,Añasco,2,5,805
2021,011,Añasco,2,5,775
2022,011,Añasco,2,5,743
2023,011,Añasco,2,5,705
2024,011,Añasco,2,5,663
2020,013,Arecibo,2,5,2812
2021,013,Arecibo,2,5,2764
2022,013,Arecibo,2,5,2679
2023,013,Arecibo,2,5,2603
2024,013,Arecibo,2,5,2545
2020,015,Arroyo,2,5,513
2021,015,Arroyo,2,5,505
2022,015,Arroyo,2,5,483
2023,015,Arroyo,2,5,472
2024,015,Arroyo,2,5,478
2020,017,Barceloneta,2,5,786
2021,017,Barceloneta,2,5,784
2022,017,Barceloneta,2,5,774
2023,017,Barceloneta,2,5,768
2024,017,Barceloneta,2,5,767
2020,019,Barranquitas,2,5,987
2021,019,Barranquitas,2,5,958
2022,019,Barranquitas,2,5,884
2023,019,Barranquitas,2,5,845
2024,019,Barranquitas,2,5,849
2020,021,Bayamón,2,5,5976
2021,021,Bayamón,2,5,5978
2022,021,Bayamón,2,5,5798
2023,021,Bayamón,2,5,5635
2024,021,Bayamón,2,5,5533
2020,023,Cabo Rojo,2,5,1535
2021,023,Cabo Rojo,2,5,1535
2022,023,Cabo Rojo,2,5,1489
2023,023,Cabo Rojo,2,5,1459
2024,023,Cabo Rojo,2,5,1443
2020,025,Caguas,2,5,4141
2021,025,Caguas,2,5,4141
2022,025,Caguas,2,5,4060
2023,025,Caguas,2,5,4047
2024,025,Caguas,2,5,4070
2020,027,Camuy,2,5,1100
2021,027,Camuy,2,5,1076
2022,027,Camuy,2,5,1021
2023,027,Camuy,2,5,973
2024,027,Camuy,2,5,949
2020,029,Canóvanas,2,5,1249
2021,029,Canóvanas,2,5,1245
2022,029,Canóvanas,2,5,1204
2023,029,Canóvanas,2,5,1174
2024,029,Canóvanas,2,5,1158
2020,031,Carolina,2,5,5241
2021,031,Carolina,2,5,5225
2022,031,Carolina,2,5,5077
2023,031,Carolina,2,5,4930
2024,031,Carolina,2,5,4833
2020,033,Cataño,2,5,782
2021,033,Cataño,2,5,768
2022,033,Cataño,2,5,744
2023,033,Cataño,2,5,724
2024,033,Cataño,2,5,703
2020,035,Cayey,2,5,1354
2021,035,Cayey,2,5,1349
2022,035,Cayey,2,5,1324
2023,035,Cayey,2,5,1299
2024,035,Cayey,2,5,1266
2020,037,Ceiba,2,5,367
2021,037,Ceiba,2,5,364
2022,037,Ceiba,2,5,350
2023,037,Ceiba,2,5,332
2024,037,Ceiba,2,5,324
2020,039,Ciales,2,5,509
2021,039,Ciales,2,5,487
2022,039,Ciales,2,5,451
2023,039,Ciales,2,5,452
2024,039,Ciales,2,5,456
2020,041,Cidra,2,5,1284
2021,041,Cidra,2,5,1270
2022,041,Cidra,2,5,1249
2023,041,Cidra,2,5,1227
2024,041,Cidra,2,5,1202
2020,043,Coamo,2,5,917
2021,043,Coamo,2,5,893
2022,043,Coamo,2,5,854
2023,043,Coamo,2,5,807
2024,043,Coamo,2,5,772
2020,045,Comerío,2,5,610
2021,045,Comerío,2,5,596
2022,045,Comerío,2,5,570
2023,045,Comerío,2,5,549
2024,045,Comerío,2,5,543
2020,047,Corozal,2,5,1104
2021,047,Corozal,2,5,1096
2022,047,Corozal,2,5,1049
2023,047,Corozal,2,5,1027
2024,047,Corozal,2,5,1033
2020,049,Culebra,2,5,54
2021,049,Culebra,2,5,57
2022,049,Culebra,2,5,58
2023,049,Culebra,2,5,59
2024,049,Culebra,2,5,58
2020,051,Dorado,2,5,1167
2021,051,Dorado,2,5,1186
2022,051,Dorado,2,5,1179
2023,051,Dorado,2,5,1199
2024,051,Dorado,2,5,1227
2020,053,Fajardo,2,5,1078
2021,053,Fajardo,2,5,1059
2022,053,Fajardo,2,5,1032
2023,053,Fajardo,2,5,991
2024,053,Fajardo,2,5,946
2020,054,Florida,2,5,407
2021,054,Florida,2,5,392
2022,054,Florida,2,5,373
2023,054,Florida,2,5,362
2024,054,Florida,2,5,361
2020,055,Guánica,2,5,413
2021,055,Guánica,2,5,389
2022,055,Guánica,2,5,360
2023,055,Guánica,2,5,334
2024,055,Guánica,2,5,328
2020,057,Guayama,2,5,1161
2021,057,Guayama,2,5,1130
2022,057,Guayama,2,5,1093
2023,057,Guayama,2,5,1086
2024,057,Guayama,2,5,1078
2020,059,Guayanilla,2,5,592
2021,059,Guayanilla,2,5,575
2022,059,Guayanilla,2,5,551
2023,059,Guayanilla,2,5,526
2024,059,Guayanilla,2,5,511
2020,061,Guaynabo,2,5,2574
2021,061,Guaynabo,2,5,2547
2022,061,Guaynabo,2,5,2471
2023,061,Guaynabo,2,5,2451
2024,061,Guaynabo,2,5,2445
2020,063,Gurabo,2,5,1456
2021,063,Gurabo,2,5,1445
2022,063,Gurabo,2,5,1412
2023,063,Gurabo,2,5,1406
2024,063,Gurabo,2,5,1406
2020,065,Hatillo,2,5,1195
2021,065,Hatillo,2,5,1184
2022,065,Hatillo,2,5,1142
2023,065,Hatillo,2,5,1087
2024,065,Hatillo,2,5,1065
2020,067,Hormigueros,2,5,462
2021,067,Hormigueros,2,5,463
2022,067,Hormigueros,2,5,458
2023,067,Hormigueros,2,5,458
2024,067,Hormigueros,2,5,460
2020,069,Humacao,2,5,1620
2021,069,Humacao,2,5,1586
2022,069,Humacao,2,5,1514
2023,069,Humacao,2,5,1479
2024,069,Humacao,2,5,1468
2020,071,Isabela,2,5,1356
2021,071,Isabela,2,5,1351
2022,071,Isabela,2,5,1304
2023,071,Isabela,2,5,1253
2024,071,Isabela,2,5,1212
2020,073,Jayuya,2,5,450
2021,073,Jayuya,2,5,447
2022,073,Jayuya,2,5,433
2023,073,Jayuya,2,5,420
2024,073,Jayuya,2,5,418
2020,075,Juana Díaz,2,5,1564
2021,075,Juana Díaz,2,5,1540
2022,075,Juana Díaz,2,5,1520
2023,075,Juana Díaz,2,5,1509
2024,075,Juana Díaz,2,5,1488
2020,077,Juncos,2,5,1332
2021,077,Juncos,2,5,1319
2022,077,Juncos,2,5,1284
2023,077,Juncos,2,5,1265
2024,077,Juncos,2,5,1288
2020,079,Lajas,2,5,693
2021,079,Lajas,2,5,690
2022,079,Lajas,2,5,662
2023,079,Lajas,2,5,639
2024,079,Lajas,2,5,620
2020,081,Lares,2,5,836
2021,081,Lares,2,5,829
2022,081,Lares,2,5,796
2023,081,Lares,2,5,771
2024,081,Lares,2,5,771
2020,083,Las Marías,2,5,270
2021,083,Las Marías,2,5,255
2022,083,Las Marías,2,5,235
2023,083,Las Marías,2,5,230
2024,083,Las Marías,2,5,238
2020,085,Las Piedras,2,5,1150
2021,085,Las Piedras,2,5,1144
2022,085,Las Piedras,2,5,1104
2023,085,Las Piedras,2,5,1081
2024,085,Las Piedras,2,5,1091
2020,087,Loíza,2,5,771
2021,087,Loíza,2,5,742
2022,087,Loíza,2,5,703
2023,087,Loíza,2,5,687
2024,087,Loíza,2,5,697
2020,089,Luquillo,2,5,657
2021,089,Luquillo,2,5,642
2022,089,Luquillo,2,5,610
2023,089,Luquillo,2,5,587
2024,089,Luquillo,2,5,581
2020,091,Manatí,2,5,1329
2021,091,Manatí,2,5,1291
2022,091,Manatí,2,5,1238
2023,091,Manatí,2,5,1203
2024,091,Manatí,2,5,1181
2020,093,Maricao,2,5,142
2021,093,Maricao,2,5,130
2022,093,Maricao,2,5,118
2023,093,Maricao,2,5,114
2024,093,Maricao,2,5,114
2020,095,Maunabo,2,5,295
2021,095,Maunabo,2,5,279
2022,095,Maunabo,2,5,270
2023,095,Maunabo,2,5,269
2024,095,Maunabo,2,5,264
2020,097,Mayagüez,2,5,3957
2021,097,Mayagüez,2,5,3924
2022,097,Mayagüez,2,5,3836
2023,097,Mayagüez,2,5,3800
2024,097,Mayagüez,2,5,3800
2020,099,Moca,2,5,1364
2021,099,Moca,2,5,1363
2022,099,Moca,2,5,1310
2023,099,Moca,2,5,1282
2024,099,Moca,2,5,1264
2020,101,Morovis,2,5,1051
2021,101,Morovis,2,5,1022
2022,101,Morovis,2,5,961
2023,101,Morovis,2,5,908
2024,101,Morovis,2,5,876
2020,103,Naguabo,2,5,799
2021,103,Naguabo,2,5,790
2022,103,Naguabo,2,5,788
2023,103,Naguabo,2,5,793
2024,103,Naguabo,2,5,810
2020,105,Naranjito,2,5,979
2021,105,Naranjito,2,5,967
2022,105,Naranjito,2,5,906
2023,105,Naranjito,2,5,872
2024,105,Naranjito,2,5,851
2020,107,Orocovis,2,5,707
2021,107,Orocovis,2,5,683
2022,107,Orocovis,2,5,634
2023,107,Orocovis,2,5,595
2024,107,Orocovis,2,5,573
2020,109,Patillas,2,5,425
2021,109,Patillas,2,5,412
2022,109,Patillas,2,5,398
2023,109,Patillas,2,5,393
2024,109,Patillas,2,5,393
2020,111,Peñuelas,2,5,702
2021,111,Peñuelas,2,5,706
2022,111,Peñuelas,2,5,677
2023,111,Peñuelas,2,5,645
2024,111,Peñuelas,2,5,626
2020,113,Ponce,2,5,4490
2021,113,Ponce,2,5,4393
2022,113,Ponce,2,5,4189
2023,113,Ponce,2,5,4023
2024,113,Ponce,2,5,3929
2020,115,Quebradillas,2,5,729
2021,115,Quebradillas,2,5,729
2022,115,Quebradillas,2,5,710
2023,115,Quebradillas,2,5,705
2024,115,Quebradillas,2,5,705
2020,117,Rincón,2,5,425
2021,117,Rincón,2,5,421
2022,117,Rincón,2,5,414
2023,117,Rincón,2,5,400
2024,117,Rincón,2,5,385
2020,119,Río Grande,2,5,1535
2021,119,Río Grande,2,5,1543
2022,119,Río Grande,2,5,1507
2023,119,Río Grande,2,5,1448
2024,119,Río Grande,2,5,1416
2020,121,Sabana Grande,2,5,770
2021,121,Sabana Grande,2,5,745
2022,121,Sabana Grande,2,5,695
2023,121,Sabana Grande,2,5,651
2024,121,Sabana Grande,2,5,636
2020,123,Salinas,2,5,820
2021,123,Salinas,2,5,794
2022,123,Salinas,2,5,758
2023,123,Salinas,2,5,722
2024,123,Salinas,2,5,716
2020,125,San Germán,2,5,1068
2021,125,San Germán,2,5,1019
2022,125,San Germán,2,5,967
2023,125,San Germán,2,5,943
2024,125,San Germán,2,5,924
2020,127,San Juan,2,5,12191
2021,127,San Juan,2,5,12110
2022,127,San Juan,2,5,11779
2023,127,San Juan,2,5,11439
2024,127,San Juan,2,5,11195
2020,129,San Lorenzo,2,5,1203
2021,129,San Lorenzo,2,5,1198
2022,129,San Lorenzo,2,5,1152
2023,129,San Lorenzo,2,5,1135
2024,129,San Lorenzo,2,5,1137
2020,131,San Sebastián,2,5,1163
2021,131,San Sebastián,2,5,1136
2022,131,San Sebastián,2,5,1077
2023,131,San Sebastián,2,5,1049
2024,131,San Sebastián,2,5,1049
2020,133,Santa Isabel,2,5,712
2021,133,Santa Isabel,2,5,702
2022,133,Santa Isabel,2,5,679
2023,133,Santa Isabel,2,5,663
2024,133,Santa Isabel,2,5,666
2020,135,Toa Alta,2,5,2460
2021,135,Toa Alta,2,5,2431
2022,135,Toa Alta,2,5,2327
2023,135,Toa Alta,2,5,2246
2024,135,Toa Alta,2,5,2197
2020,137,Toa Baja,2,5,2576
2021,137,Toa Baja,2,5,2575
2022,137,Toa Baja,2,5,2499
2023,137,Toa Baja,2,5,2445
2024,137,Toa Baja,2,5,2407
2020,139,Trujillo Alto,2,5,2257
2021,139,Trujillo Alto,2,5,2240
2022,139,Trujillo Alto,2,5,2160
2023,139,Trujillo Alto,2,5,2120
2024,139,Trujillo Alto,2,5,2100
2020,141,Utuado,2,5,840
2021,141,Utuado,2,5,840
2022,141,Utuado,2,5,826
2023,141,Utuado,2,5,800
2024,141,Utuado,2,5,775
2020,143,Vega Alta,2,5,1204
2021,143,Vega Alta,2,5,1200
2022,143,Vega Alta,2,5,1160
2023,143,Vega Alta,2,5,1138
2024,143,Vega Alta,2,5,1149
2020,145,Vega Baja,2,5,1723
2021,145,Vega Baja,2,5,1723
2022,145,Vega Baja,2,5,1684
2023,145,Vega Baja,2,5,1657
2024,145,Vega Baja,2,5,1644
2020,147,Vieques,2,5,206
2021,147,Vieques,2,5,195
2022,147,Vieques,2,5,187
2023,147,Vieques,2,5,187
2024,147,Vieques,2,5,184
2020,149,Villalba,2,5,791
2021,149,Villalba,2,5,766
2022,149,Villalba,2,5,712
2023,149,Villalba,2,5,658
2024,149,Villalba,2,5,624
2020,151,Yabucoa,2,5,986
2021,151,Yabucoa,2,5,954
2022,151,Yabucoa,2,5,912
2023,151,Yabucoa,2,5,877
2024,151,Yabucoa,2,5,855
2020,153,Yauco,2,5,994
2021,153,Yauco,2,5,968
2022,153,Yauco,2,5,919
2023,153,Yauco,2,5,883
2024,153,Yauco,2,5,860
2020,001,Adjuntas,0,6,1148
2021,001,Adjuntas,0,6,1121
2022,001,Adjuntas,0,6,1102
